chars,annotation,start,end,id,name
19551,ich,16413,16416,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,16975,16978,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,5281,5284,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,15778,15781,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,9643,9646,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,17242,17245,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,7140,7143,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,14509,14512,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,4865,4868,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,1303,1306,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,6088,6091,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,17701,17704,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,15181,15184,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,4658,4661,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,8346,8349,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,582,585,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,ich,1357,1360,2, Katze und Maus in Gesellschaft (1857)
5281,ich,1016,1019,2, Katze und Maus in Gesellschaft (1857)
5281,ich,5076,5079,2, Katze und Maus in Gesellschaft (1857)
5281,ich,2461,2464,2, Katze und Maus in Gesellschaft (1857)
5281,ich,3171,3174,2, Katze und Maus in Gesellschaft (1857)
5281,ich,1136,1139,2, Katze und Maus in Gesellschaft (1857)
5281,ich,2964,2967,2, Katze und Maus in Gesellschaft (1857)
5281,ich,2999,3002,2, Katze und Maus in Gesellschaft (1857)
5281,ich,650,653,2, Katze und Maus in Gesellschaft (1857)
5281,ich,984,987,2, Katze und Maus in Gesellschaft (1857)
5281,ich,4838,4841,2, Katze und Maus in Gesellschaft (1857)
7839,ich,5696,5699,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,1610,1613,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,5751,5754,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,4112,4115,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,1414,1417,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,5087,5090,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,2158,2161,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,5682,5685,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,1940,1943,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,1888,1891,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,2831,2834,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,4073,4076,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,2249,2252,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,3868,3871,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,3970,3973,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,1547,1550,1, Der Froschkönig oder der eiserne Heinrich
7839,ich,1776,1779,1, Der Froschkönig oder der eiserne Heinrich
5846,ich,3520,3523,5, Der Wolf und die sieben jungen Geislein (1857)
5846,ich,1905,1908,5, Der Wolf und die sieben jungen Geislein (1857)
5846,ich,283,286,5, Der Wolf und die sieben jungen Geislein (1857)
5846,ich,1594,1597,5, Der Wolf und die sieben jungen Geislein (1857)
8819,Vieh,403,407,7, Der gute Handel (1857)
5846,Die Geiserchen,2207,2221,5, Der Wolf und die sieben jungen Geislein (1857)
10219,die beiden Söhnlein,9954,9973,3, Marienkind (1857)
10219,Räthe,9247,9252,3, Marienkind (1857)
10219,der Jungfrau Maria,736,754,3, Marienkind (1857)
7839,die Sonne,189,198,1, Der Froschkönig oder der eiserne Heinrich
19551,Kamerad,10803,10810,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
8819,Ihr,4502,4505,7, Der gute Handel (1857)
19551,Ihr,10453,10456,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Ihr,4049,4052,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,Ihr,607,610,5, Der Wolf und die sieben jungen Geislein (1857)
19551,seine Gemahlin,18900,18914,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,seine Gemahlin,19280,19294,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Der Vater,4476,4485,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Der Vater,2207,2216,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Der Vater,1634,1643,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,der Bäcker,1668,1678,5, Der Wolf und die sieben jungen Geislein (1857)
19551,einer,3835,3840,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ein großes Bett,12094,12109,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
8819,euch,5383,5387,7, Der gute Handel (1857)
8819,euch,3282,3286,7, Der gute Handel (1857)
8819,euch,7931,7935,7, Der gute Handel (1857)
8819,euch,5358,5362,7, Der gute Handel (1857)
8819,euch,8459,8463,7, Der gute Handel (1857)
19551,euch,11015,11019,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,euch,10498,10502,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,euch,10549,10553,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,euch,10524,10528,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,euch,1970,1974,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,liebe Mutter,3506,3518,5, Der Wolf und die sieben jungen Geislein (1857)
8819,die Frösche,1521,1532,7, Der gute Handel (1857)
8819,die Frösche,3696,3707,7, Der gute Handel (1857)
8819,die Frösche,1033,1044,7, Der gute Handel (1857)
8819,die Frösche,194,205,7, Der gute Handel (1857)
8819,die Frösche,1249,1260,7, Der gute Handel (1857)
19551,Der Küster,2294,2304,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Die Küsterfrau,3559,3573,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,ein Söhnchen,1069,1081,2, Katze und Maus in Gesellschaft (1857)
19551,dem Fuhrmann,8389,8401,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Unhold,17059,17069,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
10219,seiner,65,71,3, Marienkind (1857)
5846,seiner,450,456,5, Der Wolf und die sieben jungen Geislein (1857)
5281,der Katze,3685,3694,2, Katze und Maus in Gesellschaft (1857)
19551,Katzen,11421,11427,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
8819,der Jude,8411,8419,7, Der gute Handel (1857)
8819,meine,6586,6591,7, Der gute Handel (1857)
7839,meine,1714,1719,1, Der Froschkönig oder der eiserne Heinrich
7839,meine,1699,1704,1, Der Froschkönig oder der eiserne Heinrich
7839,meine,3929,3934,1, Der Froschkönig oder der eiserne Heinrich
5846,meine,1767,1772,5, Der Wolf und die sieben jungen Geislein (1857)
7839,der treue Heinrich,6549,6567,1, Der Froschkönig oder der eiserne Heinrich
7839,der treue Heinrich,6840,6858,1, Der Froschkönig oder der eiserne Heinrich
5846,Der Bösewicht,408,421,5, Der Wolf und die sieben jungen Geislein (1857)
8819,eine Kuh,1660,1668,7, Der gute Handel (1857)
10219,die Mutter,535,545,3, Marienkind (1857)
10219,mir,7030,7033,3, Marienkind (1857)
10219,mir,598,601,3, Marienkind (1857)
10219,mir,629,632,3, Marienkind (1857)
10219,mir,7885,7888,3, Marienkind (1857)
10219,mir,4008,4011,3, Marienkind (1857)
10219,mir,8521,8524,3, Marienkind (1857)
8819,mir,7575,7578,7, Der gute Handel (1857)
8819,mir,4338,4341,7, Der gute Handel (1857)
8819,mir,6082,6085,7, Der gute Handel (1857)
8819,mir,6952,6955,7, Der gute Handel (1857)
8819,mir,2841,2844,7, Der gute Handel (1857)
8819,mir,6030,6033,7, Der gute Handel (1857)
8819,mir,4990,4993,7, Der gute Handel (1857)
8819,mir,4942,4945,7, Der gute Handel (1857)
8819,mir,8394,8397,7, Der gute Handel (1857)
8819,mir,3728,3731,7, Der gute Handel (1857)
19551,mir,940,943,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,7720,7723,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,19482,19485,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,11200,11203,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,5133,5136,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,6195,6198,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,4089,4092,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,19499,19502,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,2172,2175,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,8322,8325,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,18997,19000,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,935,938,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,18236,18239,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,18610,18613,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,15336,15339,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,919,922,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,2144,2147,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,784,787,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,16630,16633,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,12120,12123,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,4886,4889,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,615,618,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,18974,18977,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mir,18553,18556,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,mir,2395,2398,2, Katze und Maus in Gesellschaft (1857)
5281,mir,4149,4152,2, Katze und Maus in Gesellschaft (1857)
5281,mir,4894,4897,2, Katze und Maus in Gesellschaft (1857)
5281,mir,452,455,2, Katze und Maus in Gesellschaft (1857)
7839,mir,4435,4438,1, Der Froschkönig oder der eiserne Heinrich
7839,mir,4860,4863,1, Der Froschkönig oder der eiserne Heinrich
7839,mir,4356,4359,1, Der Froschkönig oder der eiserne Heinrich
7839,mir,2129,2132,1, Der Froschkönig oder der eiserne Heinrich
7839,mir,4308,4311,1, Der Froschkönig oder der eiserne Heinrich
7839,mir,2298,2301,1, Der Froschkönig oder der eiserne Heinrich
7839,mir,1454,1457,1, Der Froschkönig oder der eiserne Heinrich
7839,mir,1600,1603,1, Der Froschkönig oder der eiserne Heinrich
7839,mir,4210,4213,1, Der Froschkönig oder der eiserne Heinrich
5846,mir,1747,1750,5, Der Wolf und die sieben jungen Geislein (1857)
5846,mir,1637,1640,5, Der Wolf und die sieben jungen Geislein (1857)
5846,mir,2092,2095,5, Der Wolf und die sieben jungen Geislein (1857)
5846,ein Geislein,4297,4309,5, Der Wolf und die sieben jungen Geislein (1857)
10219,Der König,6139,6148,3, Marienkind (1857)
10219,Der König,8233,8242,3, Marienkind (1857)
8819,Der König,8134,8143,7, Der gute Handel (1857)
8819,Der König,6387,6396,7, Der gute Handel (1857)
19551,Der König,9975,9984,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Der König,9197,9206,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Der König,9702,9711,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,Der König,5419,5428,1, Der Froschkönig oder der eiserne Heinrich
7839,Der König,3580,3589,1, Der Froschkönig oder der eiserne Heinrich
8819,der Solda,6109,6118,7, Der gute Handel (1857)
7839,deinem Vater,5760,5772,1, Der Froschkönig oder der eiserne Heinrich
19551,dein Vater,5260,5270,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dein Vater,8077,8087,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,einem Bäcker,1569,1581,5, Der Wolf und die sieben jungen Geislein (1857)
19551,den Armen,18086,18095,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,ein Königssohn,5971,5985,1, Der Froschkönig oder der eiserne Heinrich
10219,die Jungfrau Maria,2093,2111,3, Marienkind (1857)
8819,der Fleischer,3360,3373,7, Der gute Handel (1857)
5281,die Mau,1882,1889,2, Katze und Maus in Gesellschaft (1857)
8819,die Hunde,2669,2678,7, Der gute Handel (1857)
8819,die Hunde,3712,3721,7, Der gute Handel (1857)
10219,er,7525,7527,3, Marienkind (1857)
10219,er,6335,6337,3, Marienkind (1857)
10219,er,6587,6589,3, Marienkind (1857)
10219,er,361,363,3, Marienkind (1857)
10219,er,8270,8272,3, Marienkind (1857)
10219,er,5811,5813,3, Marienkind (1857)
10219,er,6516,6518,3, Marienkind (1857)
10219,er,5772,5774,3, Marienkind (1857)
10219,er,5998,6000,3, Marienkind (1857)
10219,er,6374,6376,3, Marienkind (1857)
10219,er,5679,5681,3, Marienkind (1857)
8819,er,1686,1688,7, Der gute Handel (1857)
8819,er,2048,2050,7, Der gute Handel (1857)
8819,er,8582,8584,7, Der gute Handel (1857)
8819,er,3063,3065,7, Der gute Handel (1857)
8819,er,7855,7857,7, Der gute Handel (1857)
8819,er,7337,7339,7, Der gute Handel (1857)
8819,er,6759,6761,7, Der gute Handel (1857)
8819,er,3691,3693,7, Der gute Handel (1857)
8819,er,1845,1847,7, Der gute Handel (1857)
8819,er,5870,5872,7, Der gute Handel (1857)
8819,er,1582,1584,7, Der gute Handel (1857)
8819,er,131,133,7, Der gute Handel (1857)
8819,er,7249,7251,7, Der gute Handel (1857)
8819,er,6850,6852,7, Der gute Handel (1857)
8819,er,383,385,7, Der gute Handel (1857)
8819,er,350,352,7, Der gute Handel (1857)
8819,er,1507,1509,7, Der gute Handel (1857)
8819,er,1213,1215,7, Der gute Handel (1857)
8819,er,1645,1647,7, Der gute Handel (1857)
8819,er,1757,1759,7, Der gute Handel (1857)
8819,er,6949,6951,7, Der gute Handel (1857)
8819,er,6521,6523,7, Der gute Handel (1857)
8819,er,7918,7920,7, Der gute Handel (1857)
8819,er,170,172,7, Der gute Handel (1857)
8819,er,2629,2631,7, Der gute Handel (1857)
8819,er,7716,7718,7, Der gute Handel (1857)
8819,er,6469,6471,7, Der gute Handel (1857)
8819,er,7793,7795,7, Der gute Handel (1857)
8819,er,1246,1248,7, Der gute Handel (1857)
8819,er,3103,3105,7, Der gute Handel (1857)
19551,er,18463,18465,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,4640,4642,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,9890,9892,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,3751,3753,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,6383,6385,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,6313,6315,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,17847,17849,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,12518,12520,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,11698,11700,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,17304,17306,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,6649,6651,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,9755,9757,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,2240,2242,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,2002,2004,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,19109,19111,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,11821,11823,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,2720,2722,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,10964,10966,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,18750,18752,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,17773,17775,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,2388,2390,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,13125,13127,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,13197,13199,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,13302,13304,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,3901,3903,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,1298,1300,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,6531,6533,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,10877,10879,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,12746,12748,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,11867,11869,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,12063,12065,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,16783,16785,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,2518,2520,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,12815,12817,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,15038,15040,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,16656,16658,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,11493,11495,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,3329,3331,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,7080,7082,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,12143,12145,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,15268,15270,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,4683,4685,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,6765,6767,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,11961,11963,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,556,558,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,4373,4375,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,2037,2039,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,16446,16448,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,12025,12027,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,626,628,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,15074,15076,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,15916,15918,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,6625,6627,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,11052,11054,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,11633,11635,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,7255,7257,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,13748,13750,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,2333,2335,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,9733,9735,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,12791,12793,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,11897,11899,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,3230,3232,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,13051,13053,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,14744,14746,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,19449,19451,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,14574,14576,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,17867,17869,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,2633,2635,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,11184,11186,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,10564,10566,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,15773,15775,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,13393,13395,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,12704,12706,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,12301,12303,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,15452,15454,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,14628,14630,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,15165,15167,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,18943,18945,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,8487,8489,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,18067,18069,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,10255,10257,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,18897,18899,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,2137,2139,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,16854,16856,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,1928,1930,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,11289,11291,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,10326,10328,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,17827,17829,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,6935,6937,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,4406,4408,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,3469,3471,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,3614,3616,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,13969,13971,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,13911,13913,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,10368,10370,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,7443,7445,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,10471,10473,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,15631,15633,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,12173,12175,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,1450,1452,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,18273,18275,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,er,7630,7632,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,er,6102,6104,1, Der Froschkönig oder der eiserne Heinrich
7839,er,5657,5659,1, Der Froschkönig oder der eiserne Heinrich
7839,er,4143,4145,1, Der Froschkönig oder der eiserne Heinrich
7839,er,6110,6112,1, Der Froschkönig oder der eiserne Heinrich
7839,er,4801,4803,1, Der Froschkönig oder der eiserne Heinrich
7839,er,5947,5949,1, Der Froschkönig oder der eiserne Heinrich
7839,er,2591,2593,1, Der Froschkönig oder der eiserne Heinrich
7839,er,7077,7079,1, Der Froschkönig oder der eiserne Heinrich
7839,er,2887,2889,1, Der Froschkönig oder der eiserne Heinrich
7839,er,6668,6670,1, Der Froschkönig oder der eiserne Heinrich
7839,er,4827,4829,1, Der Froschkönig oder der eiserne Heinrich
7839,er,4034,4036,1, Der Froschkönig oder der eiserne Heinrich
7839,er,4671,4673,1, Der Froschkönig oder der eiserne Heinrich
7839,er,5923,5925,1, Der Froschkönig oder der eiserne Heinrich
7839,er,5083,5085,1, Der Froschkönig oder der eiserne Heinrich
7839,er,4081,4083,1, Der Froschkönig oder der eiserne Heinrich
7839,er,4187,4189,1, Der Froschkönig oder der eiserne Heinrich
7839,er,4845,4847,1, Der Froschkönig oder der eiserne Heinrich
7839,er,2934,2936,1, Der Froschkönig oder der eiserne Heinrich
5846,er,1715,1717,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,5518,5520,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,4058,4060,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,2963,2965,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,350,352,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,4993,4995,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,2423,2425,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,5637,5639,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,5183,5185,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,5362,5364,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,2844,2846,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,1172,1174,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,2321,2323,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,1220,1222,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,5226,5228,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,376,378,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,2907,2909,5, Der Wolf und die sieben jungen Geislein (1857)
5846,er,5091,5093,5, Der Wolf und die sieben jungen Geislein (1857)
7839,sein Herr,7524,7533,1, Der Froschkönig oder der eiserne Heinrich
7839,sein Herr,6615,6624,1, Der Froschkönig oder der eiserne Heinrich
5846,Die Alte,4643,4651,5, Der Wolf und die sieben jungen Geislein (1857)
5846,das siebente,2709,2721,5, Der Wolf und die sieben jungen Geislein (1857)
10219,sie,1459,1462,3, Marienkind (1857)
10219,sie,3660,3663,3, Marienkind (1857)
10219,sie,9637,9640,3, Marienkind (1857)
10219,sie,8536,8539,3, Marienkind (1857)
10219,sie,3763,3766,3, Marienkind (1857)
10219,sie,7528,7531,3, Marienkind (1857)
10219,sie,8204,8207,3, Marienkind (1857)
10219,sie,7079,7082,3, Marienkind (1857)
10219,sie,8998,9001,3, Marienkind (1857)
10219,sie,3506,3509,3, Marienkind (1857)
10219,sie,9191,9194,3, Marienkind (1857)
10219,sie,9303,9306,3, Marienkind (1857)
10219,sie,9387,9390,3, Marienkind (1857)
10219,sie,9326,9329,3, Marienkind (1857)
10219,sie,6706,6709,3, Marienkind (1857)
10219,sie,9479,9482,3, Marienkind (1857)
10219,sie,8564,8567,3, Marienkind (1857)
10219,sie,236,239,3, Marienkind (1857)
10219,sie,9752,9755,3, Marienkind (1857)
10219,sie,175,178,3, Marienkind (1857)
